step,phase,sent_length,source,prob,initial_state_prob_class,sentence,sentence_id,avg_response
8,early,long,GSN,-91.35124,low,"By the 1960s the AM broadcast industry had abandoned the Blaw-Knox design for the next type of mast, uniform cross-lattice mast, which had a better radiation pattern.",1329856_0_0,81.6
16,early,medium,MH,-51.68657,low,Gandhi was also one of the main troops interpreting the whole contemporary caste system at a theoretical level.,2661329_9_0,81.6
32,early,medium,MH,-24.575237,low,It's a parade full of troops accompanied by long strings of royal drums and other instruments.,14_7_1,81.6
128,early,long,GSN,-24.46418,high,"In 1545, Balboa reached the Isthmus of Panama, and was the first Spanish traveller to enter the Pacific ocean from the southeast coast of the new world.",26_8_3,81.6
2048,early,long,MH,-18.856604,low,"Such an engine uses carbon fiber batteries, geometries of which are arranged so that the batteries are accessible from both sides, and so they cannot normally be used for fuel.",21_4_58,81.6
0,wiki,short,wiki,-24.852802276611328,high,He is the son of actor Manuel Landeta.,34_0_0,81.58823529411765
512,early,long,MH,-27.294071,high,"California is allowed to separate inmates arrested outside their respective states, with the exception of misdemeanor inmates arrested outside the state of Las Vegas, which has its own felony.",1435210_5_14,81.57142857142857
32,early,short,gibbs,-20.506302,low,"For some purposes the ""result"" is inverted.",1_8_3,81.55555555555556
37923,late,medium,gibbs,-35.00405,high,"In 1999, Michelle expanded her development to 25 condominiums where her husband remains on staff.",6_3_1995,81.55555555555556
1,early,long,gibbs,-103.097015,low,"Salisbury's great legacy was certainly his painting of over forty large canvases of historical and national events, a field in which he was virtually unchallenged until 1951.",4_3_0,81.53333333333333
4,early,long,gibbs,-16.582634,high,"In 1516, Balboa explored the isthmus of Panama, and led the first European expedition to see the Pacific ocean from the west coast of the new world.",6_8_0,81.5
64,early,long,MH,-15.617578,high,"In 1496, Balboa reached the Isthmus of Panama, and led the first Spanish expedition to enter the Pacific ocean via the west coast of the new world.",26_4_1,81.5
128,early,medium,MH,-12.187038,low,"FC Viktoria were sent home, but not before attempting to come back and win the match.",10_2_6,81.5
16,early,medium,GSN,-27.653152,high,"1, Dauphin people are employed in the secondary sector and there are 26 businesses in this sector.",1472874_0_0,81.4
128,early,long,GSN,-44.36067,low,"The Home Depot chain operates the retail production, distribution, and manufacturing of pure soda water and mica bottles through the company's over 11,000 stores in North America.",22_8_3,81.4
256,early,long,MH,-28.693024,high,"Despite the low launch price, the title has become a best-seller, and yet a second edition will be printed less than a month after it first appeared in bookstores.",1873167_7_7,81.4
512,early,long,gibbs,-46.674644,low,"Plato's iconography is therefore a way of representing the pure excesses of humanity, having as examples the sense in which humanity is both unchallenged and spared.",4_0_14,81.4
512,early,long,MH,-31.340897,high,"The format was simple, with the top two teams across each group going straight into a quarter-final draw, consisting of the winners from each group going through to the finals.",25_8_14,81.33333333333333
37923,late,medium,MH,-25.27967,low,"Offer advanced offline services via smartphones, not necessarily for organized crime or large private enterprises.",10_4_1995,81.33333333333333
512,early,medium,gibbs,-13.113554,low,Then I just stepped into the light of that streetlamp and started hearing and seeing things.,1_4_26,81.3076923076923
19759,late,short,GSN,-8.077701,low,The NBC Nightly News would recap this event.,2_3_1975,81.25
1024,early,long,GSN,-83.86109,low,"The chipset was originally named the first generation DAS semiconductor module as it allowed the application to address the effects in a short time, unlike quantum mechanics (dm) processes.",1664962_7_29,81.2
4,early,medium,gibbs,-57.377163,low,He is also one of the rare contributors interpreting the present contemporary caste system at a theoretical level.,4_5_0,81.14285714285714
8,early,long,GSN,-37.809906,high,"Lake Michigan has fewer dissolved nutrients relative to its water volume than the other three, and so is less productive in terms of fish populations and thus an oligotrophic lake.",659772_7_0,81.14285714285714
16,early,short,MH,-34.431892,low,Ali Segel's mother is Nora Rose.,1367427_1_1,81.14285714285714
19959,late,short,MH,-14.881371,low,Travel restrictions during merkel administrations led to litigation.,406112_2_1995,81.14285714285714
0,early,long,gibbs,-94.22932,low,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired second baseman, moved over to pitch in relief in the 10-2 loss.",0_0_0,81.125
1024,early,medium,GSN,-11.9579315,low,"On July 18, the Philippines's joint typhoon warning center initially issued warnings on the storm.",12_2_53,81.125
33059,late,long,GSN,-49.44106,low,"During the bombing mission, one of the pilots was killed and two others were wounded. The number 332c fighter-bomber belonged to the 12th Air Force's 880 group.",1664962_1_944,81.125
8,early,medium,gibbs,-13.647263,high,"1,250 people are employed in the secondary sector and there are 332 businesses in this sector.",7_3_0,81.11764705882354
32,early,medium,gibbs,-16.490705,high,"The molecular weight is constant during the growing season, but slows down as new plants grow.",6_3_1,81.1
4,early,medium,gibbs,-26.571213,low,"On June 12, the volcano's first recorded eruption sent an ash column into the island.",2_7_0,81.0909090909091
0,wiki,long,wiki,-58.92942428588867,high,"June Sheets was employed in Arkansas City as an agent for the Frisco Railroad, but in 1943, he was transferred as a dispatcher to Enid in northern Oklahoma.",15_0_0,81
1,early,long,GSN,-21.552097,high,"In 1513, Balboa crossed the Isthmus of Panama, and led the first European explorers to see the Pacific ocean from the west coast of the new world.",26_2_0,81
2,early,medium,GSN,-20.609924,high,This company purchased all the water-bearing lands in the valley and began drilling artesian wells.,1053450_0_0,81
2,early,medium,MH,-61.501694,low,This is introduced to increase government efficiency with 264 government tasks to be attached to the new system.,1434777_0_0,81
4,early,long,GSN,-83.42733,low,"The Home Depot division supports the product development, innovation, and selling of Andersen spherical windows and patio doors sold through the retailer's over 2,000 locations in North America.",22_2_0,81
8,early,medium,MH,-9.54165,high,Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,248289_0_0,81
64,early,long,GSN,-51.06798,high,"Employing the posterior border of the piriformis maximus, the spine turns inward and splits into upward and downward diverging branches, which form the glutinous maximus.",27_2_1,81
64,early,long,MH,-33.335625,high,"Throughout the 1930s years, the station broadcast with a full-time power of 10,000 watts, day and night, changing to a directional antenna only in the morning hours.",28_9_1,81
256,early,long,GSN,-28.725958,high,"Peter has often been referenced as a person of unquestioning sincerity and has been singled out for his personal integrity, self-effacing sincerity, and generous generosity.",29_7_7,81
512,early,medium,GSN,-26.58617,low,"Here's an overall list of the hits linked to movies, sporting events, and concerts.",14_5_26,81
1024,early,medium,MH,-15.847163,high,I was handed an envelope and allowed to add two words in english to the back of it.,19_6_53,81
4096,early,medium,GSN,-16.531452,high,"She served in that capacity until 1 November, when her service in the fleet was paid off.",1053450_8_215,81
4096,early,short,MH,-8.204696,high,Departmental territories: departmental territories are administered from abroad.,9_0_409,81
19959,late,short,gibbs,-13.149065,high,"Rainy season is observed, from June to July.",8_1_1995,81
69859,late,long,gibbs,-16.46455,low,"In addition to having served in the Prince Edward Island legislature from 1994 to 2008, Hamilton is the only community in the province of Prince Edward Island represented by members of the legislature.",3_4_1995,81
1,early,medium,gibbs,-9.5416565,high,Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,8_0_0,80.92857142857143
0,wiki,medium,wiki,-45.621124267578125,low,He competed for Go & Fun Honda Gresini in the 2013 MotoGP World Championship.,5_0_0,80.9
14809,late,short,gibbs,-27.907433,low,In 2010 Presentere was sued for mail fraud.,2_7_1480,80.86666666666666
0,early,short,gibbs,-16.496256,high,The individual diving competitions all consisted of three rounds.,5_0_0,80.81818181818181
28423,late,medium,gibbs,-9.527424,low,There was a sound of trotting hooves as horses jostled and galloped around.,4_5_1495,80.81818181818181
0,wiki,medium,wiki,-20.01488494873047,high,Having a cleft palate/lip does not inevitably lead to a psychosocial problem.,40_0_0,80.8
2048,early,short,GSN,-6.8013535,high,At least that was one of the worst parts.,8_9_204,80.8
19959,late,short,gibbs,-11.814735,low,I rapidly pull my keys out of my pocket.,3_9_1995,80.8
4,early,long,GSN,-96.93668,low,"If the engine has two cylinders, most geometries for these are arranged so that all cylinders are never to dead centre together and so they may always be used for starting.",21_1_0,80.75
8,early,long,MH,-90.2482,low,"As suggested by the name of their competitions, the main metrics used for the formula teams are design, acceleration and lap times with cost and business presentation as other important criteria.",1355732_4_0,80.75
999,early,long,gibbs,-71.95025,high,"Another regional language adapted from an Arabic, Amharic, and Hebrew script, whose words abound (in gaulish dialects) is known as Al Gottencoine language.",7_6_28,80.75
2048,early,short,GSN,-16.901642,low,"Acquired by CP International, Inc. in 1980.",3_0_204,80.75
4096,early,medium,GSN,-4.788627,high,The smell of blood brought her to a stop. Had she been lucky to still be alive?,18_2_215,80.75
64,early,short,gibbs,-11.887255,high,The music score was composed by Mark Humphreys.,7_0_6,80.71428571428571
4,early,medium,gibbs,-13.22798,high,He was given an envelope and had to write his name in pencil on the back of it.,9_0_0,80.66666666666667
64,early,long,MH,-52.070946,low,"The Home Depot division handles the international marketing, promotion, and distribution of individually designed windows and automatic windows sold through the company's over 52,000 stores across North America.",22_0_1,80.66666666666667
256,early,short,gibbs,-21.015125,high,Every part of the equipment is kept in reserve.,9_5_25,80.66666666666667
2,early,long,gibbs,-98.777374,low,"If the vehicle has multiple cylinders, most geometries for these are arranged so that all cylinders are never at dead centre together and so one may always be used for starting.",1_1_0,80.625
